[2024-11-08 02:31:23] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-11-08 02:31:23] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-11-08 02:31:23] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-11-08 02:31:23] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-11-08 02:31:23] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-11-08 02:31:23] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-11-08 02:31:24] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083\
[2024-11-08 02:31:24] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/notionbees/
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:103] Filesize: 851 bytes
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/json
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animate.css/animate-config.json
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d77feb8c11-d9AQjc.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/lib/animate.css/animate-config.json
[2024-11-08 02:31:26] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:31:26] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:31:26] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:31:26] [class-ss-page.php:119] Checking Content Identical:c2be3106d54785ca1e0cf07759baed3487deaf19===. Value: FALSE
[2024-11-08 02:31:26] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animate.css/animate.css
[2024-11-08 02:31:26] [class-ss-task.php:58] [PAGES STATUS] Remaining:48; Total: 588
[2024-11-08 02:31:26] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d77fec0876-jEvNn7.tmp
[2024-11-08 02:31:26] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animate.css/animate.css?simply_static_page=650
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animate.css/animate.css?simply_static_page=650
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:103] Filesize: 13369 bytes
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animate.css/animate.css
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d77fec0876-jEvNn7.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/lib/animate.css/animate.css
[2024-11-08 02:31:26] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:31:26] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:31:26] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:31:26] [class-ss-page.php:119] Checking Content Identical:eb934f5b426f03f62beaff2ebbdd82c6f2759ec4===. Value: FALSE
[2024-11-08 02:31:26] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animate.css/animate.min.css
[2024-11-08 02:31:26] [class-ss-task.php:58] [PAGES STATUS] Remaining:47; Total: 588
[2024-11-08 02:31:26] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d77fecd328-6JZfLT.tmp
[2024-11-08 02:31:26] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animate.css/animate.min.css?simply_static_page=651
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animate.css/animate.min.css?simply_static_page=651
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:103] Filesize: 8449 bytes
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animate.css/animate.min.css
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d77fecd328-6JZfLT.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/lib/animate.css/animate.min.css
[2024-11-08 02:31:26] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:31:26] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:31:26] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:31:26] [class-ss-page.php:119] Checking Content Identical:96fd188c16f8980195ac1e89dbcb46c6fb924d98===. Value: FALSE
[2024-11-08 02:31:26] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/animations.min.css
[2024-11-08 02:31:26] [class-ss-task.php:58] [PAGES STATUS] Remaining:46; Total: 588
[2024-11-08 02:31:26] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d77fed5fba-oziN7f.tmp
[2024-11-08 02:31:26] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?simply_static_page=652
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?simply_static_page=652
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:103] Filesize: 18468 bytes
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/animations.min.css
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d77fed5fba-oziN7f.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/lib/animations/animations.min.css
[2024-11-08 02:31:26] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:31:26] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:31:26] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:31:26] [class-ss-page.php:119] Checking Content Identical:5103ec2fbb389568ebf5cfe4fd721f3df2ff7aec===. Value: FALSE
[2024-11-08 02:31:26] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.css
[2024-11-08 02:31:26] [class-ss-task.php:58] [PAGES STATUS] Remaining:45; Total: 588
[2024-11-08 02:31:26] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d77fee41b7-6TTTQA.tmp
[2024-11-08 02:31:26] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.css?simply_static_page=653
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.css?simply_static_page=653
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:103] Filesize: 518 bytes
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounce.css
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d77fee41b7-6TTTQA.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.css
[2024-11-08 02:31:26] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:31:26] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:31:26] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:31:26] [class-ss-page.php:119] Checking Content Identical:8d866704c52cec605fe0331f3b764221cdef7623===. Value: FALSE
[2024-11-08 02:31:26] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.min.css
[2024-11-08 02:31:26] [class-ss-task.php:58] [PAGES STATUS] Remaining:44; Total: 588
[2024-11-08 02:31:26] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d77feea081-cTtU5B.tmp
[2024-11-08 02:31:26] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.min.css?simply_static_page=654
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.min.css?simply_static_page=654
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:103] Filesize: 426 bytes
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounce.min.css
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d77feea081-cTtU5B.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.min.css
[2024-11-08 02:31:26] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:31:26] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:31:26] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:31:26] [class-ss-page.php:119] Checking Content Identical:98b15a2cdcdc8659ed5abed1e30f2be2264bcff8===. Value: FALSE
[2024-11-08 02:31:26] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.css
[2024-11-08 02:31:26] [class-ss-task.php:58] [PAGES STATUS] Remaining:43; Total: 588
[2024-11-08 02:31:26] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d77feedf1e-BecRLk.tmp
[2024-11-08 02:31:26] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.css?simply_static_page=655
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.css?simply_static_page=655
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:103] Filesize: 493 bytes
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.css
[2024-11-08 02:31:26] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d77feedf1e-BecRLk.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.css
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:31:27] [class-ss-page.php:119] Checking Content Identical:0cc600529da770aee800b9d1e1f21006707806c2===. Value: FALSE
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.min.css
[2024-11-08 02:31:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:42; Total: 588
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d77ff01b82-tTAhA4.tmp
[2024-11-08 02:31:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.min.css?simply_static_page=656
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.min.css?simply_static_page=656
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:103] Filesize: 367 bytes
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.min.css
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d77ff01b82-tTAhA4.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.min.css
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:31:27] [class-ss-page.php:119] Checking Content Identical:8a4a966af6668b1246c3f4bb1c333d6bb7768355===. Value: FALSE
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.css
[2024-11-08 02:31:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:41; Total: 588
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d77ff05e92-JE4uoX.tmp
[2024-11-08 02:31:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.css?simply_static_page=657
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.css?simply_static_page=657
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:103] Filesize: 427 bytes
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.css
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d77ff05e92-JE4uoX.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.css
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:31:27] [class-ss-page.php:119] Checking Content Identical:4e22b8233f848c11971dad21a7506287ef8833b8===. Value: FALSE
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.min.css
[2024-11-08 02:31:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:40; Total: 588
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d77ff0d73c-PrYSK8.tmp
[2024-11-08 02:31:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.min.css?simply_static_page=658
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.min.css?simply_static_page=658
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:103] Filesize: 330 bytes
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.min.css
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d77ff0d73c-PrYSK8.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.min.css
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:31:27] [class-ss-page.php:119] Checking Content Identical:9244d228042d4f398444442376002646faa9af80===. Value: FALSE
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.css
[2024-11-08 02:31:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:39; Total: 588
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d77ff11089-sGgYH4.tmp
[2024-11-08 02:31:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.css?simply_static_page=659
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.css?simply_static_page=659
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:103] Filesize: 427 bytes
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.css
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d77ff11089-sGgYH4.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.css
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:31:27] [class-ss-page.php:119] Checking Content Identical:76a6bc17a039baaf3729b170e2d98502d1e01d86===. Value: FALSE
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.min.css
[2024-11-08 02:31:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:38; Total: 588
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d77ff183e4-FPkK1B.tmp
[2024-11-08 02:31:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.min.css?simply_static_page=660
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.min.css?simply_static_page=660
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:103] Filesize: 330 bytes
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.min.css
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d77ff183e4-FPkK1B.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.min.css
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:31:27] [class-ss-page.php:119] Checking Content Identical:da7117071766c796e6d0ae90455a097e7a310f0f===. Value: FALSE
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.css
[2024-11-08 02:31:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:37; Total: 588
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d77ff1cd00-vX8p3G.tmp
[2024-11-08 02:31:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.css?simply_static_page=661
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.css?simply_static_page=661
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:103] Filesize: 432 bytes
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.css
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d77ff1cd00-vX8p3G.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.css
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:31:27] [class-ss-page.php:119] Checking Content Identical:6a14bf51bdef2c131a5dc121d33496c9d00eca72===. Value: FALSE
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.min.css
[2024-11-08 02:31:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:36; Total: 588
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d77ff23758-dIpgkf.tmp
[2024-11-08 02:31:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.min.css?simply_static_page=662
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.min.css?simply_static_page=662
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:103] Filesize: 335 bytes
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.min.css
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\MILE\AppData\Local\Temp/672d77ff23758-dIpgkf.tmp to C:\xampp\htdocs\NotionBees/wp-content/uploads\simply-static\temp-files/simply-static-1-1731033083/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.min.css
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-11-08 02:31:27] [class-ss-page.php:119] Checking Content Identical:22f2ab09998feeef3d87b9566e6ddf307f186b64===. Value: FALSE
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:72] URL: http://localhost/notionbees/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInUp.css
[2024-11-08 02:31:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:35; Total: 588
[2024-11-08 02:31:27] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-11-08 02:31:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\MILE\AppData\Local\Temp/672d77ff2b2b8-WsYAwz.tmp
